"rep","memory","budget","ratio","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev","final_ts"
76,1,1000,0.7,0,0,1,-0.9055,0.9055,39594.625,0.0140491721023583,0,6542,5
77,1,1000,0.7,0,0,1,-0.937,0.937,39369,0.0138678769541099,0,10390,12
78,1,1000,0.7,0,0,1,-0.98,0.98,39964,0.003,0,9484,9
79,1,1000,0.7,0,0,0,-0.5295,0.5295,40000,0,0,11905,20
80,1,1000,0.7,0,0,1,-0.927,0.927,39440.25,0.0138469284994965,0,10713,11
81,1,1000,0.7,0,0,1,-0.8965,0.8965,39129.5,0.0270612038442084,0,9525,10
82,1,1000,0.7,0,0,1,-0.9825,0.9825,39994,0.003,0,14599,17
83,1,1000,0.7,0,0,1,-0.938,0.938,39994,0.001,0,6949,5
84,1,1000,0.7,0,0,1,-0.864,0.864,39195.875,0.0237014624306606,0,6618,6
85,1,1000,0.7,0,0,1,-0.9675,0.9675,39844.5,0.00800800800800801,0,8516,7
86,1,1000,0.7,0,0,1,-0.994,0.994,40000,0,0,11021,12
87,1,1000,0.7,0,0,1,-0.9905,0.9905,39982,0.0015,0,9400,11
88,1,1000,0.7,0,0,1,-0.9915,0.9915,39934,0.0035,0,8807,8
89,1,1000,0.7,0,0,1,-0.9785,0.9785,39928,0.0035,0,8834,9
90,1,1000,0.7,0,0,1,-0.9495,0.9495,39576.25,0.0155544405418966,0,9248,10
91,1,1000,0.7,0,0,1,-0.9535,0.9535,39541,0.01709831531305,0,9089,10
92,1,1000,0.7,0,0,1,-0.9885,0.9885,39976,0.0025,0,9976,12
93,1,1000,0.7,0,0,1,-0.964,0.964,39940,0.004,0,9967,9
94,1,1000,0.7,0,0,1,-0.9375,0.9375,39502.375,0.0185649774209734,0,12611,13
95,1,1000,0.7,0,0,1,-0.888,0.888,39541.25,0.0173236254079839,0,7322,8
96,1,1000,0.7,0,0,1,-0.985,0.985,39988,0.004,0,15939,17
97,1,1000,0.7,0,0,1,-0.9075,0.9075,39766.75,0.013013013013013,0,11061,13
98,1,1000,0.7,0,0,1,-0.9875,0.9875,40000,0,0,11356,11
99,1,1000,0.7,0,0,1,-0.9555,0.9555,39641.75,0.0215646940822467,0,10697,13
100,1,1000,0.7,0,0,1,-0.995,0.995,39988,0.0015,0,11013,11
1,1,1000,0.8,0,0,0,-0.8545,0.8545,37719.3125,0.0397238864287575,0,13766,20
2,1,1000,0.8,0,0,1,-0.994,0.994,40000,0,0,17492,18
3,1,1000,0.8,0,0,1,-0.9285,0.9285,39433.375,0.0248681235870384,0,12709,15
4,1,1000,0.8,0,0,0,-0.7835,0.7835,37390.75,0.0580444098169069,0,12659,20
5,1,1000,0.8,0,0,1,-0.981,0.981,39844.625,0.00750750750750751,0,8670,8
6,1,1000,0.8,0,0,0,-0.2345,0.2345,40000,0,0,11101,20
