"","budget","at","bb","extinct","","","","","","","","","","","","","","","","","","","",""
"1002",1000,1,0,1,15,15,15,15,15,15,15,15,9,9,0,0,0,0,0,0,0,0,0,0
"1003",1000,1,0,1,16,16,16,16,16,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0
"1004",1000,1,0,1,16,16,16,16,16,16,16,16,9,0,0,0,0,0,0,0,0,0,0,0
"1005",1000,1,0,1,18,18,18,18,18,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0
"1006",1000,1,0,1,16,16,16,16,16,16,16,9,9,0,0,0,0,0,0,0,0,0,0,0
"1007",1000,1,0,1,16,16,16,16,16,16,9,9,9,0,0,0,0,0,0,0,0,0,0,0
"1008",1000,1,0,1,20,20,20,20,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1009",1000,1,0,1,18,18,18,18,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1010",1000,1,0,1,13,13,13,13,13,13,13,13,13,13,9,9,9,0,0,0,0,0,0,0
"1011",1000,1,0.1,1,18,18,18,18,18,18,18,5,0,0,0,0,0,0,0,0,0,0,0,0
"1012",1000,1,0.1,1,14,14,14,14,14,14,14,14,14,14,14,4,0,0,0,0,0,0,0,0
"1013",1000,1,0.1,1,15,15,15,15,15,15,15,15,15,5,9,0,0,0,0,0,0,0,0,0
"1014",1000,1,0.1,1,14,14,14,14,14,14,14,14,14,14,5,0,0,0,0,0,0,0,0,0
"1015",1000,1,0.1,1,18,18,18,18,18,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"1016",1000,1,0.1,1,14,14,14,14,14,14,14,14,14,5,0,0,0,0,0,0,0,0,0,0
"1017",1000,1,0.1,1,14,14,14,14,14,14,14,14,14,14,14,14,14,4,0,0,0,0,0,0
"1018",1000,1,0.1,1,17,17,17,17,17,17,17,5,9,0,0,0,0,0,0,0,0,0,0,0
"1019",1000,1,0.1,1,16,16,16,16,16,16,16,16,5,9,9,0,0,0,0,0,0,0,0,0
"1020",1000,1,0.1,1,16,16,16,16,16,16,16,5,5,5,7,0,0,0,0,0,0,0,0,0
"1021",1000,1,0.2,1,15,15,15,15,15,15,15,15,15,3,0,0,0,0,0,0,0,0,0,0
"1022",1000,1,0.2,1,15,15,15,15,15,15,15,15,15,15,3,0,0,0,0,0,0,0,0,0
"1023",1000,1,0.2,1,14,14,14,14,14,14,14,14,14,3,9,0,0,0,0,0,0,0,0,0
"1024",1000,1,0.2,1,18,18,18,18,18,18,4,9,0,0,0,0,0,0,0,0,0,0,0,0
"1025",1000,1,0.2,1,18,18,18,18,18,18,4,9,0,0,0,0,0,0,0,0,0,0,0,0
"1026",1000,1,0.2,1,18,18,18,18,18,18,18,4,0,0,0,0,0,0,0,0,0,0,0,0
"1027",1000,1,0.2,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0
"1028",1000,1,0.2,1,15,15,15,15,15,15,15,4,9,0,0,0,0,0,0,0,0,0,0,0
"1029",1000,1,0.2,1,14,14,14,14,14,14,14,14,14,14,3,3,7,9,0,0,0,0,0,0
"1030",1000,1,0.2,1,15,15,15,15,15,15,15,15,4,0,0,0,0,0,0,0,0,0,0,0
"1031",1000,1,0.3,1,15,15,15,15,15,15,15,15,3,9,0,0,0,0,0,0,0,0,0,0
"1032",1000,1,0.3,1,14,14,14,14,14,14,14,14,14,2,0,0,0,0,0,0,0,0,0,0
"1033",1000,1,0.3,1,23,23,23,23,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",1000,1,0.3,1,16,16,16,16,16,16,3,9,9,0,0,0,0,0,0,0,0,0,0,0
"1035",1000,1,0.3,1,16,16,16,16,16,16,16,3,3,7,7,7,0,0,0,0,0,0,0,0
"1036",1000,1,0.3,0,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
"1037",1000,1,0.3,1,17,17,17,17,17,17,17,3,0,0,0,0,0,0,0,0,0,0,0,0
"1038",1000,1,0.3,1,18,18,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,0,0,0
"1039",1000,1,0.3,1,16,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0
"1040",1000,1,0.3,1,15,15,15,15,15,15,15,3,0,0,0,0,0,0,0,0,0,0,0,0
"1041",1000,1,0.4,1,21,21,21,21,21,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1042",1000,1,0.4,1,15,15,15,15,15,15,15,15,15,2,9,0,0,0,0,0,0,0,0,0
"1043",1000,1,0.4,1,14,14,14,14,14,14,14,14,14,2,9,0,0,0,0,0,0,0,0,0
"1044",1000,1,0.4,1,17,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0
"1045",1000,1,0.4,1,17,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0
"1046",1000,1,0.4,0,16,16,16,16,16,16,16,16,2,2,2,2,2,2,2,2,2,2,2,2
"1047",1000,1,0.4,1,23,23,23,23,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1048",1000,1,0.4,1,15,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0
"1049",1000,1,0.4,1,16,16,16,16,16,16,16,2,9,0,0,0,0,0,0,0,0,0,0,0
"1050",1000,1,0.4,1,17,17,17,17,17,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051",1000,1,0.5,1,17,17,17,17,17,17,2,9,9,6,0,0,0,0,0,0,0,0,0,0
"1052",1000,1,0.5,1,15,15,15,15,15,15,15,15,15,2,9,9,0,0,0,0,0,0,0,0
"1053",1000,1,0.5,1,15,15,15,15,15,15,15,2,2,6,9,0,0,0,0,0,0,0,0,0
"1054",1000,1,0.5,1,20,20,20,20,20,3,3,6,9,0,0,0,0,0,0,0,0,0,0,0
"1055",1000,1,0.5,1,17,17,17,17,17,17,17,2,9,0,0,0,0,0,0,0,0,0,0,0
"1056",1000,1,0.5,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0,0,0,0
"1057",1000,1,0.5,1,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0,0
"1058",1000,1,0.5,1,22,22,22,22,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",1000,1,0.5,1,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0,0
"1060",1000,1,0.5,1,17,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0
"1061",1000,1,0.6,1,23,23,23,23,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062",1000,1,0.6,1,15,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0
"1063",1000,1,0.6,1,16,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0
"1064",1000,1,0.6,1,13,13,13,13,13,13,13,13,13,13,2,0,0,0,0,0,0,0,0,0
"1065",1000,1,0.6,1,14,14,14,14,14,14,14,14,14,14,2,0,0,0,0,0,0,0,0,0
"1066",1000,1,0.6,1,14,14,14,14,14,14,14,14,14,14,14,2,0,0,0,0,0,0,0,0
"1067",1000,1,0.6,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,100
"1068",1000,1,0.6,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",1000,1,0.6,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"1070",1000,1,0.6,1,14,14,14,14,14,14,14,14,14,14,2,0,0,0,0,0,0,0,0,0
"1071",1000,1,0.7,1,20,20,20,20,20,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"1072",1000,1,0.7,1,13,13,13,13,13,13,13,13,13,13,13,13,13,1,0,0,0,0,0,0
"1073",1000,1,0.7,1,13,13,13,13,13,13,13,13,13,13,13,13,13,1,1,1,1,3,9,0
"1074",1000,1,0.7,1,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075",1000,1,0.7,1,15,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0
"1076",1000,1,0.7,1,15,15,15,15,15,15,15,15,15,2,2,2,2,2,2,0,0,0,0,0
"1077",1000,1,0.7,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0
"1078",1000,1,0.7,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"1079",1000,1,0.7,1,20,20,20,20,20,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080",1000,1,0.7,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"1081",1000,1,0.8,1,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0
"1082",1000,1,0.8,1,17,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0
"1083",1000,1,0.8,1,17,17,17,17,17,17,17,17,2,9,9,5,0,0,0,0,0,0,0,0
"1084",1000,1,0.8,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"1085",1000,1,0.8,1,17,17,17,17,17,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0
"1086",1000,1,0.8,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087",1000,1,0.8,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"1088",1000,1,0.8,1,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0,0
"1089",1000,1,0.8,1,15,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0
"1090",1000,1,0.8,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091",1000,1,0.9,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"1092",1000,1,0.9,1,15,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0,0
"1093",1000,1,0.9,1,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",1000,1,0.9,1,14,14,14,14,14,14,14,14,14,14,1,0,0,0,0,0,0,0,0,0
"1095",1000,1,0.9,1,19,19,19,19,19,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",1000,1,0.9,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"1097",1000,1,0.9,1,15,15,15,15,15,15,15,15,2,0,0,0,0,0,0,0,0,0,0,0
"1098",1000,1,0.9,1,15,15,15,15,15,15,15,15,2,2,2,2,2,9,0,0,0,0,0,0
"1099",1000,1,0.9,1,16,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0
"1100",1000,1,0.9,1,16,16,16,16,16,16,16,16,16,16,1,0,0,0,0,0,0,0,0,0
"1101",1000,1,1,1,15,15,15,15,15,15,15,15,1,9,0,0,0,0,0,0,0,0,0,0
"1102",1000,1,1,1,16,16,16,16,16,16,16,2,0,0,0,0,0,0,0,0,0,0,0,0
"1103",1000,1,1,1,17,17,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",1000,1,1,1,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0,0,0
"1105",1000,1,1,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
"1106",1000,1,1,0,14,14,14,14,14,14,14,14,14,1,1,1,1,1,1,1,1,1,1,1
"1107",1000,1,1,1,16,16,16,16,16,16,16,2,9,9,0,0,0,0,0,0,0,0,0,0
"1108",1000,1,1,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
"1109",1000,1,1,1,15,15,15,15,15,15,15,15,1,0,0,0,0,0,0,0,0,0,0,0
"1110",1000,1,1,1,18,18,18,18,18,18,2,9,0,0,0,0,0,0,0,0,0,0,0,0
