"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","overK"
"240",40,1000,0.1,0.1,0,-0.1615,0.1615,36095.1875,0.0708355650776647,0.1,0.25
"241",41,1000,0.1,0.1,0,0.374,0.374,33629.53125,0.0667074223245109,0.2,0.35
"242",42,1000,0.1,0.1,0,-0.361,0.361,35245.75,0.0499930565199278,0.05,0.25
"243",43,1000,0.1,0.1,0,-0.241,0.241,40000,0,0.15,0.4
"244",44,1000,0.1,0.1,1,-0.0115,0.0115,39540.5,0.0211161387631976,0.222222222222222,0.333333333333333
"245",45,1000,0.1,0.1,1,-0.04,0.04,39702.5,0.0110330992978937,0.176470588235294,0.294117647058824
"246",46,1000,0.1,0.1,0,-0.2665,0.2665,31336.5,0.0842296621723981,0.15,0.35
"247",47,1000,0.1,0.1,0,-0.205,0.205,36319.75,0.0602732386820252,0.1,0.3
"248",48,1000,0.1,0.1,0,0.3965,0.3965,34307.3125,0.0774736842105263,0.05,0.3
"249",49,1000,0.1,0.1,0,-0.337,0.337,33237.984375,0.0782608695652174,0.05,0.3
"250",50,1000,0.1,0.1,0,0.0814999999999999,0.0814999999999999,35537.6875,0.0680010967918837,0.1,0.3
"251",51,1000,0.1,0.1,0,-0.083,0.083,35415.84375,0.0707056985668682,0.1,0.3
"252",52,1000,0.1,0.1,0,0.644,0.644,34258.78125,0.0846609333145355,0.15,0.3
"253",53,1000,0.1,0.1,1,-0.9195,0.9195,39360.375,0.0201308505284348,0,0.1
"254",54,1000,0.1,0.1,1,-0.9585,0.9585,39419.625,0.0211533618735835,0,0.25
"255",55,1000,0.1,0.1,0,-0.3325,0.3325,32054.875,0.080410225921522,0.1,0.3
"256",56,1000,0.1,0.1,0,-1,1,39820.25,0.00600901352028042,0.1,0.3
"257",57,1000,0.1,0.1,1,-0.087,0.087,39754.75,0.00802809834420472,0.230769230769231,0.384615384615385
"258",58,1000,0.1,0.1,0,-0.573,0.573,39940,0.004,0.05,0.3
"259",59,1000,0.1,0.1,1,0.0335000000000001,0.0335000000000001,39447,0.019647355163728,0.3,0.4
"260",60,1000,0.1,0.1,0,0.3685,0.3685,32338.078125,0.105652013298855,0.2,0.4
"261",61,1000,0.1,0.1,1,-0.9845,0.9845,40000,0,0,0
"262",62,1000,0.1,0.1,0,0.1705,0.1705,40000,0,0.2,0.45
"263",63,1000,0.1,0.1,1,-0.951,0.951,39982,0.003,0.166666666666667,0.333333333333333
"264",64,1000,0.1,0.1,0,-0.344,0.344,40000,0,0.15,0.25
"265",65,1000,0.1,0.1,1,-0.0305,0.0305,39387.75,0.0159090909090909,0.125,0.3125
"266",66,1000,0.1,0.1,0,-1,1,39471.25,0.0208752515090543,0.25,0.45
"267",67,1000,0.1,0.1,0,0.221,0.221,36154.0625,0.108739159439626,0.1,0.4
"268",68,1000,0.1,0.1,1,-0.00749999999999995,0.00749999999999995,39254,0.0254600453743383,0.25,0.375
"269",69,1000,0.1,0.1,0,-0.3705,0.3705,33317.703125,0.066840844763771,0.15,0.4
"270",70,1000,0.1,0.1,1,-0.0865,0.0865,39964,0.0025,0.222222222222222,0.388888888888889
"271",71,1000,0.1,0.1,0,0.0705,0.0705,39958,0.002,0.1,0.3
"272",72,1000,0.1,0.1,1,-0.0445,0.0445,39862.25,0.00600600600600601,0.2,0.2
"273",73,1000,0.1,0.1,0,-0.1915,0.1915,32281.71875,0.0948377581120944,0.1,0.45
"274",74,1000,0.1,0.1,1,-0.957,0.957,39736.5,0.013013013013013,0,0.222222222222222
"275",75,1000,0.1,0.1,0,-0.2635,0.2635,31715.5,0.0811633927211817,0.2,0.3
"276",76,1000,0.1,0.1,0,0.301,0.301,34980,0.0667405150927721,0.05,0.3
"277",77,1000,0.1,0.1,1,-0.973,0.973,39904,0.00650325162581291,0,0.111111111111111
