"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev"
"2590",90,1000,0.3,0.2,0,0.3875,0.3875,34932.65625,0.0571209373692286,0.2,12412841
"2591",91,1000,0.3,0.2,0,-0.015,0.015,31940.984375,0.11762853756112,0.2,12344904
"2592",92,1000,0.3,0.2,0,-0.389,0.389,32798.109375,0.0604240806642942,0.2,9769147
"2593",93,1000,0.3,0.2,0,0.0954999999999999,0.0954999999999999,40000,0,0.15,9361300
"2594",94,1000,0.3,0.2,0,0.3245,0.3245,38576.5625,0.0772049532474097,0.15,11381486
"2595",95,1000,0.3,0.2,0,0.5005,0.5005,35328.9375,0.0648538409245411,0.2,10249461
"2596",96,1000,0.3,0.2,0,-0.1565,0.1565,33470.1875,0.0827685652487383,0.2,12185581
"2597",97,1000,0.3,0.2,0,-0.312,0.312,38495.5,0.0538265306122449,0.2,8307690
"2598",98,1000,0.3,0.2,0,-0.1995,0.1995,32395.375,0.0855532786885246,0.15,12147382
"2599",99,1000,0.3,0.2,0,0.7275,0.7275,34741.75,0.0726844801329088,0.15,11641221
"2600",100,1000,0.3,0.2,0,-0.043,0.043,31680.0625,0.0786074594925099,0.15,11551067
"2601",1,1000,0.3,0.3,0,-0.1395,0.1395,39738,0.0170085042521261,0.15,9849075
"2602",2,1000,0.3,0.3,0,0.2215,0.2215,39982,0.0015,0.15,11217381
"2603",3,1000,0.3,0.3,0,0.4695,0.4695,37560.75,0.072258064516129,0.2,8307544
"2604",4,1000,0.3,0.3,0,-0.226,0.226,34430.875,0.0943025540275049,0.1,9355791
"2605",5,1000,0.3,0.3,0,0.0329999999999999,0.0329999999999999,39714.25,0.0150300601202405,0.15,8095524
"2606",6,1000,0.3,0.3,0,-0.143,0.143,32532.15625,0.0876680303915839,0.2,7605305
"2607",7,1000,0.3,0.3,0,0.056,0.056,34827.4375,0.0669599217986315,0.25,8725744
"2608",8,1000,0.3,0.3,0,-0.293,0.293,31050.59375,0.0616567304675243,0.15,8689195
"2609",9,1000,0.3,0.3,0,0.2205,0.2205,39671,0.0115346038114343,0.1,9048343
"2610",10,1000,0.3,0.3,0,0.3135,0.3135,39772,0.0145145145145145,0.1,9996099
"2611",11,1000,0.3,0.3,0,-0.127,0.127,32584.3125,0.0950279493968814,0.2,13000635
"2612",12,1000,0.3,0.3,0,-0.3695,0.3695,32164.625,0.0667690233672858,0.15,7446948
"2613",13,1000,0.3,0.3,0,-0.2365,0.2365,33628.0625,0.0980971601556869,0.2,8720445
"2614",14,1000,0.3,0.3,0,0.0669999999999999,0.0669999999999999,39922.5,0.00475,0.1,8933679
"2615",15,1000,0.3,0.3,0,0.1575,0.1575,40000,0,0.15,10392850
"2616",16,1000,0.3,0.3,0,-0.0195,0.0195,34335.625,0.0937132581782973,0.25,8079297
"2617",17,1000,0.3,0.3,0,-0.228,0.228,40000,0,0.2,8925823
"2618",18,1000,0.3,0.3,0,-0.1825,0.1825,31506.984375,0.117571836918911,0.15,10041705
"2619",19,1000,0.3,0.3,0,0.343,0.343,32247.0625,0.0918130841121495,0.2,11862215
"2620",20,1000,0.3,0.3,0,-0.235,0.235,33105.4375,0.0894577880051776,0.1,10028400
"2621",21,1000,0.3,0.3,0,-0.1835,0.1835,39868.75,0.009,0.15,12504022
"2622",22,1000,0.3,0.3,0,0.197,0.197,39844.25,0.0100050025012506,0.2,8053044
"2623",23,1000,0.3,0.3,0,0.3615,0.3615,37004.5,0.0745965096444036,0.1,7891650
"2624",24,1000,0.3,0.3,0,-0.234,0.234,33036.5,0.0847643005578038,0.2,12742076
"2625",25,1000,0.3,0.3,0,0.6185,0.6185,34685.75,0.0840909090909091,0.2,11888016
"2626",26,1000,0.3,0.3,0,-0.3205,0.3205,38588.5,0.033197139938713,0.1,8801967
"2627",27,1000,0.3,0.3,0,-0.0645,0.0645,31517.421875,0.103665865384615,0.15,10348254
"2628",28,1000,0.3,0.3,0,-0.0610000000000001,0.0610000000000001,30948.890625,0.0909860672773459,0.05,9871568
"2629",29,1000,0.3,0.3,0,-0.191,0.191,34330,0.053333805209513,0.2,9371335
"2630",30,1000,0.3,0.3,0,-0.141,0.141,32365.96875,0.0894667254297047,0.45,5451639
"2631",31,1000,0.3,0.3,0,0.085,0.085,35738.9375,0.0747142079477409,0.15,5973469
"2632",32,1000,0.3,0.3,0,0.4195,0.4195,39037,0.048811330298432,0.15,11196662
"2633",33,1000,0.3,0.3,0,0.1245,0.1245,40000,0,0.15,8659114
"2634",34,1000,0.3,0.3,0,0.1095,0.1095,32539.875,0.108969766442184,0.2,7825511
"2635",35,1000,0.3,0.3,0,0.0569999999999999,0.0569999999999999,40000,0,0.1,10179325
"2636",36,1000,0.3,0.3,0,0.0555000000000001,0.0555000000000001,33715.90625,0.0805942299411511,0.25,10413426
"2637",37,1000,0.3,0.3,0,-0.3965,0.3965,31425.5625,0.0752558933002481,0.15,12274783
"2638",38,1000,0.3,0.3,0,0.831,0.831,32112.5625,0.0977605832899338,0.15,9717788
"2639",39,1000,0.3,0.3,0,-0.00900000000000001,0.00900000000000001,30937.921875,0.106433647013635,0.15,12534210
"2640",40,1000,0.3,0.3,0,0.0435000000000001,0.0435000000000001,30958.828125,0.124196840275153,0.1,9013772
"2641",41,1000,0.3,0.3,0,-0.101,0.101,32818.40625,0.0647370746796288,0.1,7697225
"2642",42,1000,0.3,0.3,0,-0.3815,0.3815,31130.25,0.104134120784911,0.2,9908684
"2643",43,1000,0.3,0.3,0,-0.0315,0.0315,36338.125,0.0608649225840897,0.2,9685278
"2644",44,1000,0.3,0.3,0,-0.1575,0.1575,33404.34375,0.105817095718959,0.15,12303951
"2645",45,1000,0.3,0.3,0,-0.12,0.12,32532.46875,0.0734250221827862,0.15,10449827
"2646",46,1000,0.3,0.3,0,0.5945,0.5945,34578.25,0.0521812315892832,0.2,9979040
"2647",47,1000,0.3,0.3,0,0.602,0.602,34694.8125,0.0748565831817546,0.15,12125971
"2648",48,1000,0.3,0.3,0,-0.255,0.255,33879.125,0.0718763356603505,0.15,9129881
"2649",49,1000,0.3,0.3,1,-0.939,0.939,39886,0.007,0.157894736842105,19167569
"2650",50,1000,0.3,0.3,0,-0.3085,0.3085,31075.9375,0.0903684251177879,0.15,14994852
"2651",51,1000,0.3,0.3,0,-0.0895,0.0895,40000,0,0.1,8190039
"2652",52,1000,0.3,0.3,1,-0.9945,0.9945,40000,0,0.125,18391249
"2653",53,1000,0.3,0.3,0,0.2145,0.2145,39862.25,0.0105052526263132,0.15,12082816
"2654",54,1000,0.3,0.3,0,0.235,0.235,35844.5625,0.0780122896072669,0.15,8216062
"2655",55,1000,0.3,0.3,0,0.334,0.334,34768.1875,0.0700442967884828,0.15,9797240
"2656",56,1000,0.3,0.3,0,0.284,0.284,34297.140625,0.0640880858272163,0.2,9732413
"2657",57,1000,0.3,0.3,0,-0.311,0.311,39305.625,0.034136546184739,0.1,8493480
"2658",58,1000,0.3,0.3,0,0.3125,0.3125,40000,0,0.15,10857921
"2659",59,1000,0.3,0.3,0,-0.0715,0.0715,40000,0,0.15,8273956
"2660",60,1000,0.3,0.3,0,-0.0585,0.0585,33669.4375,0.106099596605926,0.15,7104971
"2661",61,1000,0.3,0.3,0,0.2385,0.2385,39970,0.0025,0.25,8553880
"2662",62,1000,0.3,0.3,0,-0.227,0.227,40000,0,0.2,11086677
"2663",63,1000,0.3,0.3,0,-0.049,0.049,40000,0,0.2,9947922
"2664",64,1000,0.3,0.3,0,0.2485,0.2485,40000,0,0.15,8272935
"2665",65,1000,0.3,0.3,0,-0.313,0.313,33493.5,0.0797266514806378,0.2,11396333
"2666",66,1000,0.3,0.3,0,-0.0620000000000001,0.0620000000000001,30429.03125,0.0910934331617532,0.3,8483161
"2667",67,1000,0.3,0.3,0,0.816,0.816,33971.28125,0.0755863238202882,0.1,6829429
"2668",68,1000,0.3,0.3,0,-0.2325,0.2325,34844.8125,0.0715957593281013,0.15,8266061
"2669",69,1000,0.3,0.3,0,0.233,0.233,39988,0.0015,0.15,10808106
"2670",70,1000,0.3,0.3,0,-0.1825,0.1825,34896.5625,0.0829288586881154,0.15,11835113
"2671",71,1000,0.3,0.3,0,-0.18,0.18,33025.96875,0.0684670140162912,0.15,10382215
"2672",72,1000,0.3,0.3,0,-0.317,0.317,33605.8125,0.0795470832736133,0.15,8859557
"2673",73,1000,0.3,0.3,0,-0.18,0.18,32745.3125,0.0883128295254833,0.15,9586752
"2674",74,1000,0.3,0.3,0,-0.339,0.339,39229.25,0.0234729934376577,0.15,11255620
"2675",75,1000,0.3,0.3,0,-0.1705,0.1705,38963.75,0.0440879231935321,0.25,12131675
"2676",76,1000,0.3,0.3,0,0.289,0.289,39874.5,0.006,0.15,10780499
"2677",77,1000,0.3,0.3,0,0.365,0.365,39982,0.002,0.15,9954626
"2678",78,1000,0.3,0.3,0,0.49,0.49,33800.5,0.0725886878472717,0.2,7785882
"2679",79,1000,0.3,0.3,0,-0.338,0.338,30718.984375,0.0978936732473185,0.15,11479778
"2680",80,1000,0.3,0.3,0,0.6995,0.6995,33844,0.0730577334283678,0.1,9120067
"2681",81,1000,0.3,0.3,0,-0.1615,0.1615,32440.15625,0.0897965202005308,0.15,11304554
"2682",82,1000,0.3,0.3,0,0.326,0.326,39988,0.001,0.1,7729494
"2683",83,1000,0.3,0.3,0,0.267,0.267,39982,0.0025,0.25,7824557
"2684",84,1000,0.3,0.3,0,-0.4155,0.4155,31016.046875,0.0719547181515081,0.15,11633561
"2685",85,1000,0.3,0.3,0,0.8855,0.8855,35657.6875,0.0683644287076127,0.1,11942554
"2686",86,1000,0.3,0.3,0,-0.381,0.381,32191.109375,0.0924804254690501,0.15,8155514
"2687",87,1000,0.3,0.3,0,-0.106,0.106,38152,0.0445417095777549,0.15,9448196
"2688",88,1000,0.3,0.3,0,-0.182,0.182,32650.9375,0.0787343635025754,0.3,7425732
"2689",89,1000,0.3,0.3,0,-0.2345,0.2345,33343.78125,0.115785764622974,0.15,10484936
"2690",90,1000,0.3,0.3,0,0.6795,0.6795,34799.03125,0.0577166128352759,0.2,9561269
"2691",91,1000,0.3,0.3,0,-0.2135,0.2135,33852.1875,0.0623473638844994,0.15,12650440
"2692",92,1000,0.3,0.3,0,-0.225,0.225,37762.875,0.0530517640999227,0.25,6224543
"2693",93,1000,0.3,0.3,0,-0.15,0.15,39624.25,0.0128012048192771,0.15,12691766
"2694",94,1000,0.3,0.3,0,-0.103,0.103,32768.1875,0.0812084459706291,0.25,8584408
"2695",95,1000,0.3,0.3,0,0.638,0.638,35965.4375,0.0755860953920776,0.15,10503937
"2696",96,1000,0.3,0.3,0,0.3175,0.3175,38544.25,0.0630060728744939,0.1,7389453
"2697",97,1000,0.3,0.3,0,-0.2745,0.2745,34654.53125,0.0767344078486335,0,8928450
"2698",98,1000,0.3,0.3,0,0.01,0.01,31623.484375,0.0792553191489362,0.15,8124442
"2699",99,1000,0.3,0.3,0,-0.617,0.617,39285,0.0465378825890617,0.15,14480629
"2700",100,1000,0.3,0.3,0,-0.029,0.029,33842.21875,0.0914181716365673,0.15,7573382
"2701",1,1000,0.3,0.4,0,-0.3865,0.3865,32463.0625,0.059255374934452,0.15,9340933
"2702",2,1000,0.3,0.4,0,-0.501,0.501,36159.8125,0.0934702474986835,0.2,9605354
"2703",3,1000,0.3,0.4,0,-0.384,0.384,31472.359375,0.0860755636806825,0.05,10361942
"2704",4,1000,0.3,0.4,0,0.8205,0.8205,33603.0625,0.0805426633345234,0.2,10994397
"2705",5,1000,0.3,0.4,0,0.1245,0.1245,39994,0.001,0.2,12736094
"2706",6,1000,0.3,0.4,0,0.793,0.793,33305.8125,0.0814788226848528,0.15,11222318
"2707",7,1000,0.3,0.4,0,0.736,0.736,35676.875,0.0550645819170632,0.2,9882835
"2708",8,1000,0.3,0.4,0,-0.405,0.405,33689.09375,0.0776872498570612,0.1,8993948
"2709",9,1000,0.3,0.4,0,-0.139,0.139,33127.09375,0.0741987414020196,0.15,8883634
"2710",10,1000,0.3,0.4,0,-0.414,0.414,32992.40625,0.0873108265424913,0.15,6696389
"2711",11,1000,0.3,0.4,0,0.1185,0.1185,37154.625,0.0789000257003341,0.15,8615569
"2712",12,1000,0.3,0.4,0,0.7745,0.7745,33603.78125,0.0754226267880364,0.1,11724588
"2713",13,1000,0.3,0.4,0,0.494,0.494,34860.1875,0.0627087973273942,0.2,10150767
"2714",14,1000,0.3,0.4,0,-0.000499999999999945,0.000499999999999945,31358.359375,0.0922963467211255,0.2,8431982
"2715",15,1000,0.3,0.4,0,0.309,0.309,39922,0.0055,0.2,11588250
"2716",16,1000,0.3,0.4,1,-0.993,0.993,40000,0,0.0526315789473685,24267916
"2717",17,1000,0.3,0.4,0,-0.455,0.455,32955.3125,0.0838310269482884,0.15,11024938
"2718",18,1000,0.3,0.4,0,0.363,0.363,39850,0.00850850850850851,0.15,10383897
"2719",19,1000,0.3,0.4,0,-0.1695,0.1695,39570,0.0165496489468405,0.2,9666214
"2720",20,1000,0.3,0.4,0,-0.19,0.19,34699.75,0.0737487801477764,0.15,7018111
"2721",21,1000,0.3,0.4,0,0.1965,0.1965,35393.625,0.0442331541959487,0.1,7290477
"2722",22,1000,0.3,0.4,0,-0.2875,0.2875,39506,0.0163398692810458,0.2,8835491
"2723",23,1000,0.3,0.4,0,0.8985,0.8985,32680.0625,0.0890013940861398,0.15,12335348
"2724",24,1000,0.3,0.4,0,-0.199,0.199,39778.5,0.0175087543771886,0.2,11293730
"2725",25,1000,0.3,0.4,0,-0.0475,0.0475,31253.78125,0.0891865154858839,0.1,11292845
"2726",26,1000,0.3,0.4,0,-0.321,0.321,32356.875,0.0930103344816091,0.2,9532317
"2727",27,1000,0.3,0.4,0,-0.0295,0.0295,34624.3125,0.0944338074398249,0.25,8244007
"2728",28,1000,0.3,0.4,0,-0.1445,0.1445,32222.828125,0.0854293793719303,0.2,8528127
"2729",29,1000,0.3,0.4,0,0.695,0.695,34712.0625,0.0622900335946249,0.2,11096254
"2730",30,1000,0.3,0.4,0,-0.2575,0.2575,34182.78125,0.0827056984510445,0.15,9159074
"2731",31,1000,0.3,0.4,0,0.2675,0.2675,39958,0.003,0.15,8350395
"2732",32,1000,0.3,0.4,0,0.4845,0.4845,39552,0.0190954773869347,0.2,11175389
"2733",33,1000,0.3,0.4,0,-0.3535,0.3535,31816.90625,0.10542681572518,0.15,11476540
"2734",34,1000,0.3,0.4,0,0.0634999999999999,0.0634999999999999,33953.59375,0.0737664357415524,0.35,6816469
"2735",35,1000,0.3,0.4,0,0.529,0.529,35388.1875,0.0681818181818182,0.25,12591437
"2736",36,1000,0.3,0.4,0,-0.24,0.24,34019.78125,0.0923652272085803,0.15,11759274
"2737",37,1000,0.3,0.4,0,-0.077,0.077,39737.75,0.027,0.2,11017719
"2738",38,1000,0.3,0.4,0,-0.3275,0.3275,39754.75,0.0135202804206309,0.1,9457859
"2739",39,1000,0.3,0.4,0,0.296,0.296,35904.625,0.0579631635969664,0.15,9241410
"2740",40,1000,0.3,0.4,0,0.145,0.145,36897.25,0.0512211221122112,0.25,7512018
"2741",41,1000,0.3,0.4,0,-0.106,0.106,31742.59375,0.0857488836751684,0.15,10028258
"2742",42,1000,0.3,0.4,0,-0.154,0.154,40000,0,0.1,8556750
"2743",43,1000,0.3,0.4,0,-0.206,0.206,32822.21875,0.0937340804890474,0.1,10566789
"2744",44,1000,0.3,0.4,0,-0.3695,0.3695,38517.75,0.0480132450331126,0.1,8519093
"2745",45,1000,0.3,0.4,0,-0.00600000000000001,0.00600000000000001,30610.875,0.0962566844919786,0.15,9957032
"2746",46,1000,0.3,0.4,0,-0.1145,0.1145,40000,0,0.2,6267770
"2747",47,1000,0.3,0.4,0,0.6435,0.6435,34590.4375,0.0973266499582289,0.1,10454149
"2748",48,1000,0.3,0.4,0,-0.3095,0.3095,30492.5625,0.0934736677361296,0.1,10155463
"2749",49,1000,0.3,0.4,0,-0.221,0.221,34459.75,0.0988260988260988,0.25,6951427
"2750",50,1000,0.3,0.4,0,-0.1305,0.1305,34062.78125,0.0767207053469852,0.15,8876162
"2751",51,1000,0.3,0.4,0,0.0225,0.0225,31901.59375,0.0915611028315946,0.1,11621946
"2752",52,1000,0.3,0.4,0,-0.05,0.05,32510.4375,0.0647251601370475,0.15,10956200
"2753",53,1000,0.3,0.4,0,0.61,0.61,34844.375,0.0648584905660377,0.2,12351695
"2754",54,1000,0.3,0.4,0,0.0169999999999999,0.0169999999999999,31286.90625,0.0759620189905048,0.1,9745203
"2755",55,1000,0.3,0.4,0,-0.077,0.077,31721.6171875,0.0720953175988465,0.25,8043672
"2756",56,1000,0.3,0.4,0,-0.1765,0.1765,32648.40625,0.105142231947484,0.2,9948966
"2757",57,1000,0.3,0.4,0,0.266,0.266,35132.9375,0.0550847457627119,0.1,11721137
"2758",58,1000,0.3,0.4,0,0.623,0.623,34828.0625,0.0694752915047196,0.2,10479587
"2759",59,1000,0.3,0.4,0,0.842,0.842,35507.25,0.0707637558171366,0.15,10671772
"2760",60,1000,0.3,0.4,0,-0.048,0.048,40000,0,0.2,11022767
"2761",61,1000,0.3,0.4,0,-0.162,0.162,39868.5,0.00925462731365683,0.1,9864461
"2762",62,1000,0.3,0.4,0,0.5075,0.5075,35419.96875,0.0721932473236344,0.2,8010176
"2763",63,1000,0.3,0.4,0,-0.3415,0.3415,38437.375,0.0388349514563107,0.1,10210181
"2764",64,1000,0.3,0.4,0,-0.256,0.256,36847.3125,0.0496031746031746,0.2,9899838
"2765",65,1000,0.3,0.4,0,-0.212,0.212,39934,0.004,0.2,9212879
"2766",66,1000,0.3,0.4,1,-0.869,0.869,38969.25,0.0225716459548567,0.125,11632263
"2767",67,1000,0.3,0.4,0,-0.22,0.22,33212.90625,0.092145993808941,0.15,10874014
"2768",68,1000,0.3,0.4,0,-0.1435,0.1435,31282.640625,0.0979568671963678,0.15,7051510
"2769",69,1000,0.3,0.4,0,-0.1155,0.1155,31840.875,0.129068047337278,0.15,9059672
"2770",70,1000,0.3,0.4,0,0.484,0.484,35318.90625,0.0671122629927704,0.1,8735035
"2771",71,1000,0.3,0.4,0,-0.1885,0.1885,39271.75,0.0292486132123046,0.2,10082734
"2772",72,1000,0.3,0.4,0,-0.1935,0.1935,32670.28125,0.0800588668138337,0.1,8870996
"2773",73,1000,0.3,0.4,0,0.2705,0.2705,40000,0,0.15,11237886
"2774",74,1000,0.3,0.4,0,-0.0785,0.0785,31695.28125,0.0722657736509628,0.15,9380869
"2775",75,1000,0.3,0.4,0,-0.1225,0.1225,31556.9375,0.0839113389626056,0.15,11416568
"2776",76,1000,0.3,0.4,0,-0.193,0.193,40000,0,0.2,8268389
"2777",77,1000,0.3,0.4,0,0.201,0.201,38889.25,0.0472699696663296,0.15,11304470
"2778",78,1000,0.3,0.4,0,0.2315,0.2315,39916,0.00450225112556278,0.15,8256632
"2779",79,1000,0.3,0.4,0,-0.1335,0.1335,33109.28125,0.0723546027377417,0.15,9708774
"2780",80,1000,0.3,0.4,0,-0.31,0.31,39862.25,0.0075,0.15,8987293
"2781",81,1000,0.3,0.4,0,-0.127,0.127,31326.40625,0.092743172752378,0.15,11808867
"2782",82,1000,0.3,0.4,0,0.2495,0.2495,39988,0.0015,0.2,11863657
"2783",83,1000,0.3,0.4,0,0.222,0.222,39096.375,0.0385782949658487,0.1,11461586
"2784",84,1000,0.3,0.4,0,-0.3325,0.3325,32383.0625,0.0690713163211854,0.25,8642592
"2785",85,1000,0.3,0.4,0,0.3515,0.3515,36845.625,0.0615627466456196,0.1,11078674
"2786",86,1000,0.3,0.4,0,-0.0975,0.0975,32978.875,0.0789550709790721,0.1,8331065
"2787",87,1000,0.3,0.4,0,-0.401,0.401,32631,0.0998345085623831,0.15,8345188
"2788",88,1000,0.3,0.4,0,-0.102,0.102,39988,0.0015,0.15,10501328
"2789",89,1000,0.3,0.4,0,-0.322,0.322,30904.578125,0.077482777304745,0.15,12143433
"2790",90,1000,0.3,0.4,0,0.5395,0.5395,35037.09375,0.0497775305895439,0.25,6905349
"2791",91,1000,0.3,0.4,0,-0.3705,0.3705,31730.390625,0.0845070422535211,0.15,9459018
"2792",92,1000,0.3,0.4,0,0.368,0.368,40000,0,0.15,9955028
"2793",93,1000,0.3,0.4,0,0.187,0.187,39928.25,0.0045,0.15,11408465
"2794",94,1000,0.3,0.4,0,-0.3085,0.3085,32092.65625,0.0979964512790182,0.2,12271963
"2795",95,1000,0.3,0.4,0,-0.1125,0.1125,40000,0,0.15,13901607
"2796",96,1000,0.3,0.4,0,-0.0825,0.0825,32636.34375,0.0784956534551348,0.15,12207573
"2797",97,1000,0.3,0.4,0,-0.1795,0.1795,31563.984375,0.0972495832701925,0.15,10489966
"2798",98,1000,0.3,0.4,0,-0.0935,0.0935,40000,0,0.15,9509388
"2799",99,1000,0.3,0.4,0,0.0365,0.0365,40000,0,0.1,8493785
"2800",100,1000,0.3,0.4,0,-0.0295,0.0295,38573.3125,0.0399668536460989,0.1,12468760
"2801",1,1000,0.3,0.5,0,0.2235,0.2235,39994,0.001,0.15,12242496
"2802",2,1000,0.3,0.5,0,-0.364,0.364,31609.5625,0.105384844868735,0.1,11650308
"2803",3,1000,0.3,0.5,0,-0.218,0.218,39982,0.002,0.2,8282502
"2804",4,1000,0.3,0.5,0,-0.339,0.339,32361.046875,0.145122563073394,0.15,10664529
"2805",5,1000,0.3,0.5,0,-0.0235,0.0235,31654.78125,0.105941410054694,0.15,11816176
"2806",6,1000,0.3,0.5,0,-0.3245,0.3245,31327.875,0.115343995171998,0.1,8199367
"2807",7,1000,0.3,0.5,0,0.653,0.653,35065.5625,0.0737861429350791,0.1,11928668
"2808",8,1000,0.3,0.5,0,0.2225,0.2225,39886,0.0075,0.15,10257372
"2809",9,1000,0.3,0.5,0,0.199,0.199,39582.75,0.014550928248871,0.1,13042568
"2810",10,1000,0.3,0.5,0,-0.1115,0.1115,40000,0,0.2,10612429
"2811",11,1000,0.3,0.5,0,-0.3515,0.3515,31803.328125,0.100344853437289,0.15,9804094
"2812",12,1000,0.3,0.5,0,-0.2805,0.2805,31832.984375,0.121896667412212,0.15,8748091
"2813",13,1000,0.3,0.5,0,0.268,0.268,35030.875,0.0670209828823854,0.15,7741331
"2814",14,1000,0.3,0.5,0,-0.0655,0.0655,40000,0,0.15,10002253
"2815",15,1000,0.3,0.5,0,0.2925,0.2925,39940,0.0035,0.15,7151480
"2816",16,1000,0.3,0.5,0,0.0980000000000001,0.0980000000000001,32975.625,0.091358743089904,0.3,6241257
"2817",17,1000,0.3,0.5,0,-0.148,0.148,39832.75,0.00726089133700551,0.2,12454579
"2818",18,1000,0.3,0.5,0,0.343,0.343,39982,0.0015,0.15,10681903
"2819",19,1000,0.3,0.5,0,0.1845,0.1845,34975.5625,0.071966584497398,0.2,6682208
"2820",20,1000,0.3,0.5,0,-0.396,0.396,32533.65625,0.0648696682464455,0.15,10140134
"2821",21,1000,0.3,0.5,0,0.9095,0.9095,33905.3125,0.0762242725337118,0.15,13578315
"2822",22,1000,0.3,0.5,0,-0.1775,0.1775,32351,0.077696662693683,0.05,11752535
"2823",23,1000,0.3,0.5,0,-0.224,0.224,40000,0,0.15,10532641
"2824",24,1000,0.3,0.5,0,0.212,0.212,39114.75,0.0290697674418605,0.05,11058010
"2825",25,1000,0.3,0.5,0,-0.1745,0.1745,40000,0,0.2,11601249
"2826",26,1000,0.3,0.5,0,-0.033,0.033,31001.171875,0.0988390213495403,0.2,13648618
"2827",27,1000,0.3,0.5,1,-0.9905,0.9905,40000,0,0.166666666666667,23278475
"2828",28,1000,0.3,0.5,0,0.381,0.381,35394.9375,0.0673302917185124,0.2,8851605
"2829",29,1000,0.3,0.5,0,0.3075,0.3075,39922,0.0055,0.15,11894976
"2830",30,1000,0.3,0.5,0,-0.275,0.275,33460.65625,0.101916620033576,0.15,11741745
"2831",31,1000,0.3,0.5,0,0.737,0.737,34841.46875,0.0475460122699387,0.2,9810448
"2832",32,1000,0.3,0.5,0,-0.091,0.091,40000,0,0.15,11368371
"2833",33,1000,0.3,0.5,0,0.103,0.103,33579.3125,0.0761822624694552,0.25,6478821
"2834",34,1000,0.3,0.5,0,-0.113,0.113,40000,0,0.2,10557328
"2835",35,1000,0.3,0.5,0,0.0489999999999999,0.0489999999999999,31083.109375,0.128728532690569,0.15,10837176
"2836",36,1000,0.3,0.5,0,-0.029,0.029,40000,0,0.15,11464823
"2837",37,1000,0.3,0.5,0,-0.14,0.14,40000,0,0.2,12368913
"2838",38,1000,0.3,0.5,0,-0.14,0.14,39982,0.0015,0.2,10246307
"2839",39,1000,0.3,0.5,1,-0.987,0.987,40000,0,0.153846153846154,16779136
"2840",40,1000,0.3,0.5,0,-0.0375,0.0375,32045.546875,0.0978645066273932,0.2,11259022
"2841",41,1000,0.3,0.5,0,0.0335000000000001,0.0335000000000001,30612.203125,0.106442577030812,0.2,12112050
"2842",42,1000,0.3,0.5,0,-0.3875,0.3875,31640.5,0.0696967393782777,0.05,10023826
"2843",43,1000,0.3,0.5,0,0.2925,0.2925,38264.75,0.0711743772241993,0.2,6192213
"2844",44,1000,0.3,0.5,0,-0.393,0.393,32479.90625,0.116739446870451,0.1,11828694
"2845",45,1000,0.3,0.5,0,0.929,0.929,34951.875,0.0736149584487535,0,16985946
"2846",46,1000,0.3,0.5,0,-0.17,0.17,38475.625,0.0468551056786351,0.25,9960438
"2847",47,1000,0.3,0.5,0,-0.0629999999999999,0.0629999999999999,32449.375,0.0847232472324723,0.15,10407072
"2848",48,1000,0.3,0.5,0,0.596,0.596,34869.375,0.0695364238410596,0.1,13012357
"2849",49,1000,0.3,0.5,0,0.25,0.25,37383.1875,0.0733229329173167,0.15,9608346
"2850",50,1000,0.3,0.5,0,-0.338,0.338,31355.96875,0.0947252245395037,0.1,12825577
"2851",51,1000,0.3,0.5,0,0.3365,0.3365,34935.09375,0.0669367019085542,0.15,11489028
"2852",52,1000,0.3,0.5,0,-0.075,0.075,39188,0.0308392315470172,0.2,10059281
"2853",53,1000,0.3,0.5,0,-0.308,0.308,30990.40625,0.092709617755857,0.1,13610602
"2854",54,1000,0.3,0.5,0,-0.169,0.169,32698.0625,0.0908564814814815,0.15,9400487
"2855",55,1000,0.3,0.5,0,-0.229,0.229,33944.75,0.0842202355612317,0.1,11403705
"2856",56,1000,0.3,0.5,0,-0.036,0.036,35521.75,0.0625170998632011,0.05,11985407
"2857",57,1000,0.3,0.5,0,-0.2375,0.2375,36975.3125,0.0542328042328042,0.2,9203482
"2858",58,1000,0.3,0.5,0,0.8405,0.8405,34741.1875,0.0466441536513297,0.2,11093276
"2859",59,1000,0.3,0.5,0,-0.2595,0.2595,38613.375,0.0534942820838628,0.2,9799942
"2860",60,1000,0.3,0.5,0,0.895,0.895,32696.25,0.0921746776084408,0.15,11347054
"2861",61,1000,0.3,0.5,0,-0.3485,0.3485,31594.9375,0.0932524639878696,0.15,10264259
"2862",62,1000,0.3,0.5,0,0.6625,0.6625,35026.96875,0.081447963800905,0.15,10671284
"2863",63,1000,0.3,0.5,0,0.412,0.412,39748.5,0.0155232849273911,0.1,12460119
"2864",64,1000,0.3,0.5,0,-0.19,0.19,40000,0,0.2,10853138
"2865",65,1000,0.3,0.5,0,-0.0355,0.0355,36660.5625,0.0653469279661017,0.15,8054013
"2866",66,1000,0.3,0.5,0,0.292,0.292,40000,0,0.2,10809340
"2867",67,1000,0.3,0.5,0,0.22,0.22,34029.78125,0.0763094733869829,0.15,7189561
"2868",68,1000,0.3,0.5,0,0.619,0.619,37088.1875,0.0735351946519858,0.15,10111113
"2869",69,1000,0.3,0.5,0,-0.117,0.117,32946.28125,0.0861668119732636,0.2,11321041
