"","rep","budget","at","bb","extinct","act_dev","abs_act_dev","fin_yield","max_diff_yield","inac_ts","SumAbsDev"
"4553",53,1000,0.5,0,0,0.6595,0.6595,33693.375,0.0725273145485911,0.45,10176133
"4554",54,1000,0.5,0,0,-0.3285,0.3285,40000,0,0.45,8539820
"4555",55,1000,0.5,0,0,-0.278,0.278,31387.34375,0.106587097748905,0.4,8863861
"4556",56,1000,0.5,0,0,-0.2745,0.2745,35159.25,0.0656211308295502,0.35,7326336
"4557",57,1000,0.5,0,0,0.225,0.225,34063.84375,0.0481789503871523,0.35,7956043
"4558",58,1000,0.5,0,0,-0.3075,0.3075,39922,0.0065,0.35,8343619
"4559",59,1000,0.5,0,0,-0.4675,0.4675,36914.90625,0.0490610949484263,0.25,14340964
"4560",60,1000,0.5,0,0,0.4495,0.4495,32420.6015625,0.0702927626690444,0.4,8755321
"4561",61,1000,0.5,0,0,0.00449999999999995,0.00449999999999995,32175.03125,0.0943906285199369,0.45,9426968
"4562",62,1000,0.5,0,0,0.197,0.197,33070.75,0.0820960698689956,0.3,7475788
"4563",63,1000,0.5,0,0,-0.2785,0.2785,31793.828125,0.103343465045593,0.35,7703119
"4564",64,1000,0.5,0,1,-0.9585,0.9585,39523.5,0.0200601805416249,0,13491239
"4565",65,1000,0.5,0,0,-0.4105,0.4105,33166.71875,0.0712995737918081,0.35,12920233
"4566",66,1000,0.5,0,0,-0.152,0.152,30168.921875,0.105604975202708,0.4,7963720
"4567",67,1000,0.5,0,0,-0.0665,0.0665,30379.21875,0.108268330733229,0.35,9494260
"4568",68,1000,0.5,0,0,0.5605,0.5605,33038.625,0.0838635049161365,0.3,8267567
"4569",69,1000,0.5,0,1,-0.9295,0.9295,39636,0.0180360721442886,0.230769230769231,14742839
"4570",70,1000,0.5,0,0,-0.2205,0.2205,33595.6875,0.0654864709268854,0.3,7346976
"4571",71,1000,0.5,0,0,-0.017,0.017,35755.375,0.065351998923139,0.4,8231058
"4572",72,1000,0.5,0,0,0.102,0.102,39964,0.002,0.4,8336338
"4573",73,1000,0.5,0,0,-0.218,0.218,30541.09375,0.118914944663726,0.35,9286745
"4574",74,1000,0.5,0,1,-0.9455,0.9455,39815,0.011011011011011,0.142857142857143,12365145
"4575",75,1000,0.5,0,0,-0.2525,0.2525,35342.6875,0.0647167361443313,0.4,8521893
"4576",76,1000,0.5,0,0,0.822,0.822,33853,0.0656934306569343,0.4,9833039
"4577",77,1000,0.5,0,0,0.127,0.127,39976,0.0015,0.4,10393155
"4578",78,1000,0.5,0,0,-0.3775,0.3775,37895.125,0.0453725186903841,0.3,8550985
"4579",79,1000,0.5,0,0,-0.3145,0.3145,31874.0625,0.0965326143937692,0.25,9600571
"4580",80,1000,0.5,0,0,-0.328,0.328,39916.25,0.00525,0.4,12856258
"4581",81,1000,0.5,0,1,-0.965,0.965,40000,0,0.142857142857143,13204273
"4582",82,1000,0.5,0,0,-0.3715,0.3715,40000,0,0.4,10908159
"4583",83,1000,0.5,0,0,-0.317,0.317,32178.78125,0.0700976709241172,0.35,8340302
"4584",84,1000,0.5,0,0,0.237,0.237,34635.90625,0.0765722183828611,0.35,8081286
"4585",85,1000,0.5,0,0,0.3115,0.3115,39659.5,0.0092824887104867,0.35,8918663
"4586",86,1000,0.5,0,0,-0.186,0.186,30729.703125,0.0862643321970871,0.35,7685504
"4587",87,1000,0.5,0,0,0.724,0.724,33584.71875,0.0828800458058975,0.35,9151250
"4588",88,1000,0.5,0,0,-0.054,0.054,31506.625,0.0948706309577848,0.3,9453489
"4589",89,1000,0.5,0,0,-0.3335,0.3335,35023.265625,0.0700330214639516,0.35,8139508
"4590",90,1000,0.5,0,1,-0.9915,0.9915,39988,0.0035,0,18004341
"4591",91,1000,0.5,0,0,-1,1,40000,0,0.25,24080200
"4592",92,1000,0.5,0,0,-0.391,0.391,32970.03125,0.096101083032491,0.3,8066722
"4593",93,1000,0.5,0,0,-0.329,0.329,32135.078125,0.0988552437223043,0.35,7143484
"4594",94,1000,0.5,0,0,-0.397,0.397,32907.78125,0.11167475904051,0.4,7432261
"4595",95,1000,0.5,0,1,-0.99,0.99,39982,0.003,0,18038104
"4596",96,1000,0.5,0,0,-0.292,0.292,35343.59375,0.0646001920175559,0.35,10042492
"4597",97,1000,0.5,0,0,0.37,0.37,33970.28125,0.0540229885057471,0.35,8038521
"4598",98,1000,0.5,0,0,0.54,0.54,33384.03125,0.0890636168691923,0.4,9115346
"4599",99,1000,0.5,0,0,-0.177,0.177,30659.9375,0.0955060570535365,0.4,9862780
"4600",100,1000,0.5,0,1,-0.99,0.99,39970.5,0.006,0,17722638
"4601",1,1000,0.5,0.1,0,-0.00549999999999995,0.00549999999999995,34743.34375,0.0559753708368318,0.4,6958185
"4602",2,1000,0.5,0.1,1,-0.9925,0.9925,40000,0,0.111111111111111,16369253
"4603",3,1000,0.5,0.1,0,-0.08,0.08,34860,0.0792640752524554,0.35,9717754
"4604",4,1000,0.5,0.1,0,-0.269,0.269,31478.21875,0.0956375838926175,0.35,9528490
"4605",5,1000,0.5,0.1,0,0.5245,0.5245,32793.5625,0.0792516756279001,0.35,8597999
"4606",6,1000,0.5,0.1,0,0.619,0.619,33176.3125,0.0786370541850539,0.35,7935040
"4607",7,1000,0.5,0.1,0,0.5335,0.5335,32133.625,0.0836921021377672,0.35,9135619
"4608",8,1000,0.5,0.1,0,-0.2795,0.2795,31806.421875,0.120299352148336,0.3,6759120
"4609",9,1000,0.5,0.1,0,0.449,0.449,32943.078125,0.0937409655969934,0.35,8614798
"4610",10,1000,0.5,0.1,0,0.0680000000000001,0.0680000000000001,31131.234375,0.105733118724611,0.3,9497137
"4611",11,1000,0.5,0.1,0,0.4015,0.4015,32794.09375,0.0611867416395383,0.35,12830069
"4612",12,1000,0.5,0.1,0,-0.153,0.153,30308.65625,0.0816206000472478,0.4,8691096
"4613",13,1000,0.5,0.1,0,-0.0105,0.0105,39988,0.001,0.4,8840837
"4614",14,1000,0.5,0.1,0,-0.5195,0.5195,35260.625,0.0514716042559071,0.3,9606180
"4615",15,1000,0.5,0.1,0,-0.6715,0.6715,36959.1875,0.0354100106496273,0.35,10727445
"4616",16,1000,0.5,0.1,0,-0.0665,0.0665,34626.46875,0.0706324881582614,0.35,11133525
"4617",17,1000,0.5,0.1,1,-0.99,0.99,39982,0.004,0,18969705
"4618",18,1000,0.5,0.1,1,-0.962,0.962,39982,0.0045,0.2,14974921
"4619",19,1000,0.5,0.1,1,-0.9655,0.9655,39910,0.0080040020010005,0,20829389
"4620",20,1000,0.5,0.1,1,-0.987,0.987,40000,0,0,20864636
"4621",21,1000,0.5,0.1,1,-0.9235,0.9235,39405.75,0.0288654618473896,0,14340026
"4622",22,1000,0.5,0.1,0,-0.367,0.367,31350.59375,0.11447963800905,0.3,11056089
"4623",23,1000,0.5,0.1,0,0.5915,0.5915,34589.125,0.0961738768141101,0.35,9148421
"4624",24,1000,0.5,0.1,0,-0.32,0.32,31160.046875,0.0945467149349149,0.25,11264642
"4625",25,1000,0.5,0.1,0,-0.214,0.214,32110.15625,0.0954785061994209,0.25,12453526
"4626",26,1000,0.5,0.1,0,-0.272,0.272,39778.75,0.00702106318956871,0.35,7740036
"4627",27,1000,0.5,0.1,0,-0.096,0.096,39988,0.0015,0.35,8783775
"4628",28,1000,0.5,0.1,0,-0.219,0.219,35534.1875,0.0654288846259249,0.35,12535044
"4629",29,1000,0.5,0.1,1,-0.9945,0.9945,40000,0,0,21185141
"4630",30,1000,0.5,0.1,0,-0.3245,0.3245,33523.203125,0.0616803574002018,0.35,8216711
"4631",31,1000,0.5,0.1,0,-0.2155,0.2155,35498.75,0.0636586695747001,0.35,8755300
"4632",32,1000,0.5,0.1,0,-0.1415,0.1415,30312.734375,0.0819431204321576,0.35,13841449
"4633",33,1000,0.5,0.1,0,0.7055,0.7055,33392.84375,0.0713871575590665,0.35,9434261
"4634",34,1000,0.5,0.1,0,-0.3235,0.3235,32131.0625,0.10204765450484,0.4,7777903
"4635",35,1000,0.5,0.1,0,0.052,0.052,34299.15625,0.0859113712374582,0.45,8055186
"4636",36,1000,0.5,0.1,0,0.1385,0.1385,39424,0.0148689516129032,0.45,11162170
"4637",37,1000,0.5,0.1,0,0.272,0.272,39844.5,0.00775775775775776,0.3,9134086
"4638",38,1000,0.5,0.1,0,0.0369999999999999,0.0369999999999999,35491.875,0.0775604455311057,0.4,7908889
"4639",39,1000,0.5,0.1,0,-0.0620000000000001,0.0620000000000001,39850.25,0.00450901803607214,0.4,9041913
"4640",40,1000,0.5,0.1,0,-0.101,0.101,40000,0,0.4,8179444
"4641",41,1000,0.5,0.1,0,-0.2255,0.2255,40000,0,0.4,8397222
"4642",42,1000,0.5,0.1,1,-0.9685,0.9685,39964,0.007,0,18479216
"4643",43,1000,0.5,0.1,0,-0.2675,0.2675,31644.96875,0.106933629959214,0.3,10536653
"4644",44,1000,0.5,0.1,0,-0.1775,0.1775,30406.265625,0.100740769469438,0.3,14990905
"4645",45,1000,0.5,0.1,0,0.74,0.74,33138.40625,0.087530846276673,0.35,9705001
"4646",46,1000,0.5,0.1,0,0.3725,0.3725,33632.828125,0.0716848450057405,0.35,9009794
"4647",47,1000,0.5,0.1,0,-0.1825,0.1825,30892.953125,0.0831520049735779,0.35,10980261
"4648",48,1000,0.5,0.1,0,-0.2425,0.2425,31907.625,0.0873229939312205,0.35,8201215
"4649",49,1000,0.5,0.1,0,-0.072,0.072,39970,0.0025,0.45,8256968
"4650",50,1000,0.5,0.1,0,-0.2615,0.2615,33650.40625,0.0869873705122747,0.3,6592551
"4651",51,1000,0.5,0.1,0,-0.146,0.146,30834.875,0.109785295026259,0.4,11522136
"4652",52,1000,0.5,0.1,0,-0.1715,0.1715,40000,0,0.4,10703269
"4653",53,1000,0.5,0.1,0,0.588,0.588,32117.109375,0.0758201336236018,0.35,9998151
"4654",54,1000,0.5,0.1,0,-0.0525,0.0525,32034.09375,0.0840493089279044,0.35,9570347
"4655",55,1000,0.5,0.1,0,0.235,0.235,34472.125,0.0724972035794183,0.35,11662872
"4656",56,1000,0.5,0.1,0,-0.5195,0.5195,37524.4375,0.0394461859979101,0.3,11864751
"4657",57,1000,0.5,0.1,0,0.492,0.492,32996.84375,0.0631840070042317,0.35,8385430
"4658",58,1000,0.5,0.1,0,-0.1965,0.1965,30154.140625,0.0902586241355878,0.35,11024951
"4659",59,1000,0.5,0.1,0,-0.0695,0.0695,35515.3125,0.0546206896551724,0.35,9893747
"4660",60,1000,0.5,0.1,0,0.7725,0.7725,31094.25,0.080637707948244,0.35,12273071
"4661",61,1000,0.5,0.1,0,-0.2865,0.2865,33415.90625,0.0788798631893972,0.3,10219280
"4662",62,1000,0.5,0.1,0,0.136,0.136,33760.625,0.0512339442921056,0.35,7330110
"4663",63,1000,0.5,0.1,0,-0.819,0.819,36768.75,0.0558355437665782,0.35,11872288
"4664",64,1000,0.5,0.1,1,-0.9385,0.9385,39594.625,0.0133032128514056,0,17336305
"4665",65,1000,0.5,0.1,0,0.526,0.526,33730.5625,0.104786636720943,0.35,10279623
"4666",66,1000,0.5,0.1,1,-0.9065,0.9065,39148.25,0.0279596977329975,0,13809604
"4667",67,1000,0.5,0.1,0,0.384,0.384,34865.625,0.0784491159682584,0.35,9757979
"4668",68,1000,0.5,0.1,0,-0.402,0.402,33109.46875,0.0757321259037464,0.3,10233696
"4669",69,1000,0.5,0.1,0,-0.4035,0.4035,32455.125,0.0885202583675866,0.35,8122990
"4670",70,1000,0.5,0.1,0,-0.0649999999999999,0.0649999999999999,39970,0.0025,0.35,8641266
"4671",71,1000,0.5,0.1,0,-0.2755,0.2755,31655.078125,0.0780184820481745,0.3,9481906
"4672",72,1000,0.5,0.1,0,0.0315000000000001,0.0315000000000001,40000,0,0.35,7319790
"4673",73,1000,0.5,0.1,0,0.4495,0.4495,34967.375,0.0537259279933017,0.3,8371693
"4674",74,1000,0.5,0.1,0,0.584,0.584,32166.46875,0.105174981384959,0.35,9416433
"4675",75,1000,0.5,0.1,1,-0.8975,0.8975,39365.375,0.021389028686462,0.25,16043787
"4676",76,1000,0.5,0.1,1,-0.96,0.96,39868.5,0.00600300150075038,0,22976536
"4677",77,1000,0.5,0.1,0,-0.233,0.233,31182.625,0.0965830912704479,0.35,13390697
"4678",78,1000,0.5,0.1,0,0.295,0.295,33051.21875,0.0639020070838253,0.35,7802761
"4679",79,1000,0.5,0.1,0,0.0814999999999999,0.0814999999999999,30464.109375,0.133133462282398,0.35,14769270
"4680",80,1000,0.5,0.1,0,-0.1955,0.1955,30861.7734375,0.0976935105551212,0.35,8091468
"4681",81,1000,0.5,0.1,0,-0.2615,0.2615,33649.90625,0.0922055916407794,0.3,7997952
"4682",82,1000,0.5,0.1,1,-0.985,0.985,39928,0.0075,0.166666666666667,17342556
"4683",83,1000,0.5,0.1,0,-0.2365,0.2365,31449.8125,0.100567441147151,0.35,8912379
"4684",84,1000,0.5,0.1,1,-0.9715,0.9715,40000,0,0.272727272727273,15366326
"4685",85,1000,0.5,0.1,0,-0.386,0.386,37018.9375,0.0499085445518683,0.3,10687510
"4686",86,1000,0.5,0.1,0,-0.4305,0.4305,37448.5,0.0608650608650609,0.35,8983868
"4687",87,1000,0.5,0.1,0,-0.2915,0.2915,34990.15625,0.0716253443526171,0.3,12850130
"4688",88,1000,0.5,0.1,0,-0.191,0.191,34921.8125,0.0698630136986301,0.35,10407247
"4689",89,1000,0.5,0.1,1,-0.9825,0.9825,39940.25,0.012,0,15893489
"4690",90,1000,0.5,0.1,1,-0.993,0.993,40000,0,0.294117647058823,18774897
"4691",91,1000,0.5,0.1,0,0.7925,0.7925,30776.640625,0.0803849750623441,0.35,11707935
"4692",92,1000,0.5,0.1,0,-0.3455,0.3455,38555.5,0.0329501915708812,0.3,7274377
"4693",93,1000,0.5,0.1,0,0.4845,0.4845,34040.46875,0.0758972210585114,0.35,7124710
"4694",94,1000,0.5,0.1,0,0.316,0.316,35007.0625,0.0738581146744412,0.35,7208987
"4695",95,1000,0.5,0.1,0,-0.372,0.372,32766.59375,0.0843853820598007,0.35,10661300
"4696",96,1000,0.5,0.1,0,-0.132,0.132,32249.625,0.079807336050389,0.3,9514695
"4697",97,1000,0.5,0.1,0,-0.121,0.121,39922.25,0.005,0.35,8556471
"4698",98,1000,0.5,0.1,1,-0.9125,0.9125,39732.5,0.0105157736604907,0.235294117647059,16573200
"4699",99,1000,0.5,0.1,0,-0.5235,0.5235,34398.375,0.0669363348575448,0.45,6603395
"4700",100,1000,0.5,0.1,0,-0.323,0.323,32368.53125,0.0770948057746688,0.35,9527980
"4701",1,1000,0.5,0.2,0,-0.135,0.135,30720.328125,0.0826388348002181,0.3,9229174
"4702",2,1000,0.5,0.2,0,-0.1545,0.1545,36571.3125,0.0616420274551214,0.3,10533375
"4703",3,1000,0.5,0.2,0,-0.3725,0.3725,33221.59375,0.0951695342307969,0.3,6650983
"4704",4,1000,0.5,0.2,1,-0.956,0.956,39778.25,0.0125125125125125,0,16918116
"4705",5,1000,0.5,0.2,0,0.8695,0.8695,30964.734375,0.109964713102179,0.35,11194803
"4706",6,1000,0.5,0.2,0,0.445,0.445,33780.53125,0.070378301213419,0.4,8518882
"4707",7,1000,0.5,0.2,0,-0.1375,0.1375,30075.703125,0.0986321094312455,0.4,8626396
"4708",8,1000,0.5,0.2,0,0.9865,0.9865,31095.765625,0.111317183951552,0.5,13081744
"4709",9,1000,0.5,0.2,0,0.585,0.585,33378.765625,0.0998126261170366,0.3,9939116
"4710",10,1000,0.5,0.2,0,-0.169,0.169,32445.828125,0.0983738058776344,0.35,10017991
"4711",11,1000,0.5,0.2,0,0.3805,0.3805,34417.5,0.0640466816647919,0.35,10327474
"4712",12,1000,0.5,0.2,0,0.886,0.886,32515.421875,0.0834635126087927,0.3,11582250
"4713",13,1000,0.5,0.2,0,0.0565,0.0565,34720.9375,0.0621281306212813,0.4,6944155
"4714",14,1000,0.5,0.2,0,-0.082,0.082,30505.8203125,0.111858284660314,0.35,12309231
"4715",15,1000,0.5,0.2,0,-0.205,0.205,40000,0,0.35,8556972
"4716",16,1000,0.5,0.2,0,-0.07,0.07,39952,0.0035,0.3,7640367
"4717",17,1000,0.5,0.2,0,-0.107,0.107,29620.375,0.0976064908722109,0.25,12669660
"4718",18,1000,0.5,0.2,0,0.753,0.753,33982.15625,0.0581154450635805,0.35,9267681
"4719",19,1000,0.5,0.2,0,-0.212,0.212,40000,0,0.35,8156872
"4720",20,1000,0.5,0.2,0,0.194,0.194,35059.0625,0.062396006655574,0.3,8637337
"4721",21,1000,0.5,0.2,0,0.827,0.827,31630.40625,0.100044997750112,0.3,12433153
"4722",22,1000,0.5,0.2,0,0.5665,0.5665,33622.53125,0.0674238067855089,0.3,8628151
"4723",23,1000,0.5,0.2,0,0.7995,0.7995,33063.765625,0.0598328200615926,0.35,11716462
"4724",24,1000,0.5,0.2,0,0.559,0.559,32114.640625,0.0876284792557581,0.3,9659310
"4725",25,1000,0.5,0.2,0,-0.0655,0.0655,39988,0.0015,0.35,12321039
"4726",26,1000,0.5,0.2,0,0.248,0.248,34934.875,0.0704457897633462,0.3,7048561
"4727",27,1000,0.5,0.2,0,0.022,0.022,34701.375,0.0654166666666667,0.4,9546150
"4728",28,1000,0.5,0.2,0,0.174,0.174,39504,0.0100831862868666,0.4,15225820
"4729",29,1000,0.5,0.2,0,0.1995,0.1995,35174.46875,0.0669856459330144,0.35,12522489
"4730",30,1000,0.5,0.2,0,-0.385,0.385,30618.359375,0.0941301106489838,0.3,12804415
"4731",31,1000,0.5,0.2,1,-0.9505,0.9505,39773.5,0.00977198697068404,0,15092835
"4732",32,1000,0.5,0.2,0,-0.1545,0.1545,40000,0,0.5,6702088
"4733",33,1000,0.5,0.2,0,-0.213,0.213,40000,0,0.35,9046038
"4734",34,1000,0.5,0.2,0,-0.1985,0.1985,30946.21875,0.0832028804007514,0.35,13010695
"4735",35,1000,0.5,0.2,0,-0.254,0.254,33741.1875,0.0746929448728935,0.3,8051714
"4736",36,1000,0.5,0.2,0,-0.113,0.113,40000,0,0.35,8837348
"4737",37,1000,0.5,0.2,0,0.57,0.57,32636.34375,0.0937683284457478,0.35,11688462
"4738",38,1000,0.5,0.2,0,0.6615,0.6615,33195.15625,0.0869346009795448,0.35,12603266
"4739",39,1000,0.5,0.2,0,-0.3995,0.3995,32032.515625,0.0762211085346698,0.3,10925709
"4740",40,1000,0.5,0.2,0,0.671,0.671,32115.125,0.0902069586082783,0.3,11933575
"4741",41,1000,0.5,0.2,1,-0.931,0.931,39400.5,0.0203619909502262,0,15812264
"4742",42,1000,0.5,0.2,1,-0.973,0.973,39940,0.0035,0,20993249
"4743",43,1000,0.5,0.2,0,0.0634999999999999,0.0634999999999999,40000,0,0.25,11114488
"4744",44,1000,0.5,0.2,0,-0.4755,0.4755,35689.9375,0.0471839629074049,0.35,12904426
"4745",45,1000,0.5,0.2,0,0.0685,0.0685,39988,0.0015,0.35,12605927
"4746",46,1000,0.5,0.2,0,-0.734,0.734,37757.1875,0.0781829814459373,0.35,11051835
"4747",47,1000,0.5,0.2,0,-0.118,0.118,31141.328125,0.0770063398793877,0.3,10504149
"4748",48,1000,0.5,0.2,0,0.4705,0.4705,34299.4375,0.0791427370780221,0.35,10866791
"4749",49,1000,0.5,0.2,0,-0.415,0.415,37592.125,0.0428571428571429,0.3,12295779
"4750",50,1000,0.5,0.2,1,-0.983,0.983,39964.5,0.0115,0,18785077
"4751",51,1000,0.5,0.2,0,0.359,0.359,33407.71875,0.0763101220387652,0.35,10078936
"4752",52,1000,0.5,0.2,1,-0.995,0.995,40000,0,0.214285714285714,20213225
"4753",53,1000,0.5,0.2,0,-0.1205,0.1205,40000,0,0.35,8788791
"4754",54,1000,0.5,0.2,0,0.55,0.55,32717.3125,0.0691434468524252,0.35,11094057
"4755",55,1000,0.5,0.2,0,-0.175,0.175,30564.828125,0.0835932626325639,0.3,9990536
"4756",56,1000,0.5,0.2,0,-0.0465,0.0465,39946,0.0035,0.4,8788133
"4757",57,1000,0.5,0.2,0,-0.221,0.221,31697.6875,0.077655733927337,0.3,9113562
"4758",58,1000,0.5,0.2,1,-0.9865,0.9865,39958,0.007,0.111111111111111,15446412
"4759",59,1000,0.5,0.2,0,-0.391,0.391,35280.5,0.0583966827919834,0.3,9963986
"4760",60,1000,0.5,0.2,1,-0.9945,0.9945,40000,0,0,19916643
"4761",61,1000,0.5,0.2,1,-0.9705,0.9705,39994,0.002,0.263157894736842,18688169
"4762",62,1000,0.5,0.2,0,0.492,0.492,32899.34375,0.0812637766348273,0.35,9872494
"4763",63,1000,0.5,0.2,0,0.275,0.275,39964,0.002,0.3,7980212
"4764",64,1000,0.5,0.2,0,-0.319,0.319,36557.75,0.0549244955231859,0.45,7836711
"4765",65,1000,0.5,0.2,0,0.8265,0.8265,31514.46875,0.094830848406872,0.3,12483999
"4766",66,1000,0.5,0.2,0,-0.0845,0.0845,39964,0.002,0.35,7841383
"4767",67,1000,0.5,0.2,0,-0.1385,0.1385,30378.546875,0.0976140514494443,0.3,11617594
"4768",68,1000,0.5,0.2,0,-0.2425,0.2425,31560.53125,0.0878511769172361,0.3,7602320
"4769",69,1000,0.5,0.2,0,-0.1915,0.1915,31235.25,0.0890363664262698,0.3,8287633
"4770",70,1000,0.5,0.2,0,0.1085,0.1085,39964,0.0025,0.35,9347227
"4771",71,1000,0.5,0.2,0,0.521,0.521,34077.0625,0.0866308648954211,0.3,8925808
"4772",72,1000,0.5,0.2,0,-0.2985,0.2985,40000,0,0.3,7574807
"4773",73,1000,0.5,0.2,0,-0.425,0.425,40000,0,0.3,14003957
"4774",74,1000,0.5,0.2,0,0.807,0.807,32650.46875,0.066218313502328,0.35,11644043
"4775",75,1000,0.5,0.2,1,-0.991,0.991,39982,0.003,0.0909090909090909,21194900
"4776",76,1000,0.5,0.2,0,0.6375,0.6375,32141.90625,0.08119911176906,0.3,8852297
"4777",77,1000,0.5,0.2,0,-0.416,0.416,30922.09375,0.0920373082556078,0.3,10959938
"4778",78,1000,0.5,0.2,0,0.567,0.567,34683.9375,0.0654023148793753,0.3,10005662
"4779",79,1000,0.5,0.2,0,0.0774999999999999,0.0774999999999999,39844.5,0.00751126690035053,0.35,8428402
"4780",80,1000,0.5,0.2,1,-0.966,0.966,39808.25,0.00801603206412826,0.125,14502728
"4781",81,1000,0.5,0.2,0,-0.191,0.191,35345.21875,0.0526641244975781,0.35,6695330
"4782",82,1000,0.5,0.2,0,-0.118,0.118,35499.28125,0.0617695025822234,0.45,11556374
"4783",83,1000,0.5,0.2,0,-0.157,0.157,30680.53125,0.10247183979975,0.3,11599743
"4784",84,1000,0.5,0.2,0,-0.3235,0.3235,32085.8125,0.101526831823965,0.3,10595327
"4785",85,1000,0.5,0.2,0,0.521,0.521,34443.9375,0.0856445993031359,0.35,12062130
"4786",86,1000,0.5,0.2,0,0.351,0.351,33383.46875,0.0707509595191542,0.35,6562694
"4787",87,1000,0.5,0.2,0,-0.2185,0.2185,31391.625,0.073496744542321,0.25,13267103
"4788",88,1000,0.5,0.2,0,0.7095,0.7095,31997.453125,0.0898692810457516,0.3,15096667
"4789",89,1000,0.5,0.2,0,-0.011,0.011,29619.71875,0.101067270375162,0.3,13030128
"4790",90,1000,0.5,0.2,0,-0.2005,0.2005,39826.25,0.0105105105105105,0.35,10515322
"4791",91,1000,0.5,0.2,0,0.5365,0.5365,32522.484375,0.101105615362235,0.35,12453521
"4792",92,1000,0.5,0.2,0,-0.2995,0.2995,33962.1875,0.069225302061123,0.3,8517880
"4793",93,1000,0.5,0.2,0,-0.1265,0.1265,29781.71875,0.122913505311077,0.3,11861333
"4794",94,1000,0.5,0.2,0,0.483,0.483,33367.125,0.0897704302627779,0.3,9970412
"4795",95,1000,0.5,0.2,1,-0.947,0.947,39720,0.0110220440881764,0,21361260
"4796",96,1000,0.5,0.2,0,-0.198,0.198,31468.453125,0.0839251622756777,0.3,9859351
"4797",97,1000,0.5,0.2,0,-0.2645,0.2645,31780.78125,0.131672073134769,0.3,9573731
"4798",98,1000,0.5,0.2,0,-0.4405,0.4405,32129.75,0.0715303291594811,0.3,9590333
"4799",99,1000,0.5,0.2,0,0.1895,0.1895,40000,0,0.35,9708698
"4800",100,1000,0.5,0.2,0,-0.101,0.101,39160.25,0.015973630831643,0.35,12181615
"4801",1,1000,0.5,0.3,0,0.352,0.352,34660.75,0.0666946896455093,0.3,7679441
"4802",2,1000,0.5,0.3,0,0.1325,0.1325,39227,0.0154352226720648,0.35,11973688
"4803",3,1000,0.5,0.3,0,-0.372,0.372,31397.3125,0.0769820579665695,0.3,11095723
"4804",4,1000,0.5,0.3,0,0.696,0.696,32678.28125,0.0954198473282443,0.3,10601461
"4805",5,1000,0.5,0.3,0,0.6465,0.6465,34516.4375,0.0651410922364172,0.3,8820095
"4806",6,1000,0.5,0.3,0,-0.2805,0.2805,36072.375,0.0589962626801922,0.35,12651128
"4807",7,1000,0.5,0.3,0,0.531,0.531,33204.375,0.0980222318463981,0.35,8558626
"4808",8,1000,0.5,0.3,0,-0.3735,0.3735,39988,0.001,0.35,14591454
"4809",9,1000,0.5,0.3,0,-0.251,0.251,35192.3125,0.0716238381629306,0.35,8872879
"4810",10,1000,0.5,0.3,0,-0.6595,0.6595,38532.375,0.0495449949443883,0.35,12469706
"4811",11,1000,0.5,0.3,0,-0.286,0.286,31618.6875,0.10373552484124,0.35,11426807
"4812",12,1000,0.5,0.3,0,-0.2065,0.2065,34615.1875,0.0810961190708026,0.35,9535825
"4813",13,1000,0.5,0.3,0,-0.307,0.307,36124.1875,0.0589970501474926,0.35,12000845
"4814",14,1000,0.5,0.3,0,0.567,0.567,32776.75,0.0898711943793911,0.35,10001821
"4815",15,1000,0.5,0.3,1,-0.946,0.946,39564.5,0.0150602409638554,0,17426544
"4816",16,1000,0.5,0.3,0,-0.0620000000000001,0.0620000000000001,39994,0.001,0.35,8995917
"4817",17,1000,0.5,0.3,0,0.78,0.78,33805.6875,0.100517627308338,0.35,8876578
"4818",18,1000,0.5,0.3,0,0.1835,0.1835,38875,0.0201017811704835,0.35,13623301
"4819",19,1000,0.5,0.3,0,-0.198,0.198,31294.15625,0.106141672946496,0.3,12367639
"4820",20,1000,0.5,0.3,1,-0.9665,0.9665,39886,0.00700350175087544,0,15333047
"4821",21,1000,0.5,0.3,0,-0.0665,0.0665,40000,0,0.35,9906977
"4822",22,1000,0.5,0.3,1,-0.9765,0.9765,39964,0.004,0,23530727
"4823",23,1000,0.5,0.3,0,0.481,0.481,32705.296875,0.103933807519234,0.3,10676683
"4824",24,1000,0.5,0.3,0,0.0615000000000001,0.0615000000000001,34596.5,0.0643992194034012,0.4,6852675
"4825",25,1000,0.5,0.3,0,-0.305,0.305,32868.65625,0.0975767135073129,0.4,11553616
"4826",26,1000,0.5,0.3,0,0.268,0.268,39982,0.002,0.25,8639081
"4827",27,1000,0.5,0.3,1,-0.9785,0.9785,39916,0.0065,0,17011516
"4828",28,1000,0.5,0.3,0,0.691,0.691,32757.625,0.0736695499193667,0.35,10639900
"4829",29,1000,0.5,0.3,1,-0.937,0.937,39369.25,0.0211267605633803,0,18367727
"4830",30,1000,0.5,0.3,0,0.7425,0.7425,30937.421875,0.0937237214280254,0.3,15919001
"4831",31,1000,0.5,0.3,0,0.182,0.182,39147.125,0.0292044310171198,0.35,12944625
"4832",32,1000,0.5,0.3,0,-0.0435,0.0435,39934,0.004,0.35,12679162
"4833",33,1000,0.5,0.3,0,0.6295,0.6295,31811.125,0.0726733125332927,0.3,9313758
"4834",34,1000,0.5,0.3,0,0.0629999999999999,0.0629999999999999,33413.53125,0.0730659025787966,0.4,6181077
